State_Name,Assembly_No,Constituency_No,Year,Position,Candidate,Sex,Party,Votes,Age,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Maharashtra,13,1,2019,1,ADV. K. C. PADAVI,M,INC,82770,61,ST,200628,278888,AKKALKUWA,ST,NANDURBAR,KHANDESH,6,71.94,41.26,no,2096,1.04,2.94,National Party,3482,TRUE,6,INC,3482,AKKALKUWA,TRUE,TRUE,6,FALSE,TRUE,TRUE,Post Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,1,2019,2,AAMSHYA FULJI PADAVI,M,SHS,80674,51,ST,200628,278888,AKKALKUWA,ST,NANDURBAR,KHANDESH,6,71.94,40.21,no,59010,29.41,2.94,State-based Party,18691,TRUE,2,SHS,18691,AKKALKUWA,TRUE,TRUE,0,FALSE,FALSE,TRUE,12th Pass,Other,,,,State Assembly Election (AE)
Maharashtra,13,1,2019,3,NAGESH DILVARSING PADVI,M,IND,21664,44,ST,200628,278888,AKKALKUWA,ST,NANDURBAR,KHANDESH,6,71.94,10.8,yes,16807,8.38,2.94,Independents,10809,TRUE,2,BJP,1605,AKKALKUWA,TRUE,FALSE,0,FALSE,FALSE,TRUE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,1,2019,4,NOTA,,NOTA,4857,,,200628,278888,AKKALKUWA,ST,NANDURBAR,KHANDESH,6,71.94,2.42,,802,0.4,2.94,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,1,2019,5,ADV. KAILAS PRATAPSING VASAVE,M,AAAP,4055,28,ST,200628,278888,AKKALKUWA,ST,NANDURBAR,KHANDESH,6,71.94,2.02,yes,271,0.14,2.94,State-based Party (Other State),13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Maharashtra,13,1,2019,6,BHARAT JALYA PAWARA,M,IND,3784,27,ST,200628,278888,AKKALKUWA,ST,NANDURBAR,KHANDESH,6,71.94,1.89,yes,960,0.48,2.94,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Other,,,,State Assembly Election (AE)
Maharashtra,13,1,2019,7,DR.SANJAY RAVLYA VALVI,M,BTP,2824,27,ST,200628,278888,AKKALKUWA,ST,NANDURBAR,KHANDESH,6,71.94,1.41,yes,0,0,2.94,Local Party,2055,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Doctor,Traditional Occupation,Traditional Medicine,State Assembly Election (AE)
Maharashtra,13,2,2019,1,Rajesh Udesing Padvi,M,BJP,94931,50,ST,210393,320555,SHAHADA,ST,NANDURBAR,KHANDESH,4,65.63,45.12,no,7991,3.8,2.63,National Party,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Graduate,Former Government,Ex Police,Agriculture,,State Assembly Election (AE)
Maharashtra,13,2,2019,2,Adv.Padmakar Vijaysing Valvi,M,INC,86940,51,ST,210393,320555,SHAHADA,ST,NANDURBAR,KHANDESH,4,65.63,41.32,no,65927,31.34,2.63,National Party,3482,TRUE,6,INC,3482,SHAHADA,TRUE,TRUE,3,FALSE,FALSE,TRUE,Graduate Professional,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,2,2019,3,Eng.Jelsing Bijala Pawara,M,IND,21013,59,ST,210393,320555,SHAHADA,ST,NANDURBAR,KHANDESH,4,65.63,9.99,yes,16953,8.06,2.63,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Retired or Pension,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,2,2019,4,Mali Jaysing Devchand,M,CPIM,4060,66,ST,210393,320555,SHAHADA,ST,NANDURBAR,KHANDESH,4,65.63,1.93,yes,611,0.29,2.63,Local Party,2560,TRUE,6,CPM,14635,SHAHADA,TRUE,FALSE,0,TRUE,FALSE,TRUE,8th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,2,2019,5,NOTA,,NOTA,3449,,,210393,320555,SHAHADA,ST,NANDURBAR,KHANDESH,4,65.63,1.64,,0,0,2.63,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,3,2019,1,VIJAYKUMAR KRUSHNARAO GAVIT,M,BJP,121605,64,ST,188489,339098,NANDURBAR,ST,NANDURBAR,KHANDESH,6,55.59,64.52,no,70396,37.35,2.04,National Party,1605,TRUE,6,BJP,1605,NANDURBAR,TRUE,TRUE,6,FALSE,TRUE,TRUE,Post Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,3,2019,2,UDESING KOCHARU PADVI,M,INC,51209,71,ST,188489,339098,NANDURBAR,ST,NANDURBAR,KHANDESH,6,55.59,27.17,no,44475,23.6,2.04,National Party,3482,TRUE,6,BJP,1605,SHAHADA,FALSE,FALSE,1,TRUE,TRUE,TRUE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,3,2019,3,DIPA SHAMSHON VALVI,F,VBA,6734,33,ST,188489,339098,NANDURBAR,ST,NANDURBAR,KHANDESH,6,55.59,3.57,yes,3213,1.7,2.04,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Small Business or Self-employed,,,,State Assembly Election (AE)
Maharashtra,13,3,2019,4,NOTA,,NOTA,3521,,,188489,339098,NANDURBAR,ST,NANDURBAR,KHANDESH,6,55.59,1.87,,1474,0.78,2.04,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,3,2019,5,ANANDA SUKALAL KOLI,M,IND,2047,52,ST,188489,339098,NANDURBAR,ST,NANDURBAR,KHANDESH,6,55.59,1.09,yes,122,0.06,2.04,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,3,2019,6,VIPUL RAMSING VASAVE,M,BSP,1925,25,ST,188489,339098,NANDURBAR,ST,NANDURBAR,KHANDESH,6,55.59,1.02,yes,477,0.25,2.04,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,3,2019,7,Adv.PRAKASH MOHAN GANGURDE,M,SWP,1448,31,ST,188489,339098,NANDURBAR,ST,NANDURBAR,KHANDESH,6,55.59,0.77,yes,0,0,2.04,Local Party,12961,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,4,2019,1,Naik Shirishkumar Surupsing,M,INC,74652,47,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,34.3,no,11335,5.21,3.7,National Party,3482,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Graduate,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,4,2019,2,Sharad Krushnarao Gavit,M,IND,63317,56,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,29.09,no,4738,2.18,3.7,Independents,10809,TRUE,3,NCP,5792,NAWAPUR,TRUE,FALSE,1,FALSE,FALSE,TRUE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,4,2019,3,Gavit Bharat Manikrao,M,BJP,58579,48,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,26.91,no,52570,24.15,3.7,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,4,2019,4,Dr. Ulhas Jayant Vasave,M,BTP,6009,45,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,2.76,yes,547,0.25,3.7,Local Party,2055,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,4,2019,5,Jagan Hurji Gavit,M,VBA,5462,49,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,2.51,yes,512,0.24,3.7,Local Party,24559,TRUE,2,PWPI,12019,NAWAPUR,TRUE,FALSE,0,TRUE,FALSE,TRUE,12th Pass,Other,,,,State Assembly Election (AE)
Maharashtra,13,4,2019,6,NOTA,,NOTA,4950,,,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,2.27,,3664,1.68,3.7,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,4,2019,7,Dr. Rakesh Rajya Gavit,M,IND,1286,41,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,0.59,yes,132,0.06,3.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,State Assembly Election (AE)
Maharashtra,13,4,2019,8,Adv. Prakash Mohan Gangurde,M,IND,1154,31,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,0.53,yes,115,0.05,3.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,4,2019,9,Arjunsing Diwansing Vasave,M,IND,1039,54,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,0.48,yes,301,0.14,3.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,4,2019,10,Ramu Maharya Valvi,M,PPID,738,49,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,0.34,yes,261,0.12,3.7,Local Party,6054,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Maharashtra,13,4,2019,11,Dr. Sunil Kuthya Gavit,M,AAAP,477,41,ST,217663,287977,NAWAPUR,ST,NANDURBAR,KHANDESH,10,75.58,0.22,yes,0,0,3.7,State-based Party (Other State),13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,Liberal Profession or Professional,Doctor,State Assembly Election (AE)
Maharashtra,13,5,2019,1,Manjula Tulshiram Gavit,F,IND,76166,56,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,36.6,no,7265,3.49,4,Independents,10809,TRUE,3,BJP,1605,SAKRI,TRUE,FALSE,1,FALSE,FALSE,TRUE,Graduate,Agriculture,,Social Work,,State Assembly Election (AE)
Maharashtra,13,5,2019,2,Mohan Gokul Suryawanshi,M,BJP,68901,55,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,33.11,no,43599,20.95,4,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Others,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,5,2019,3,Dhanaji Sitaram Ahire,M,INC,25302,66,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,12.16,yes,11270,5.42,4,National Party,3482,TRUE,3,INC,3482,SAKRI,TRUE,TRUE,2,FALSE,TRUE,TRUE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,5,2019,4,Yashwant Devman Malache,M,VBA,14032,49,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,6.74,yes,4974,2.39,4,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,State Assembly Election (AE)
Maharashtra,13,5,2019,5,Rajkumar Pandit Sonawane,M,IND,9058,50,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,4.35,yes,4911,2.36,4,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,5,2019,6,NOTA,,NOTA,4147,,,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,1.99,,404,0.19,4,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,5,2019,7,Nandu Rajaram Malache,M,BTP,3743,43,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,1.8,yes,871,0.42,4,Local Party,2055,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,5,2019,8,Hiraman Deva Sabale,M,IND,2872,60,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,1.38,yes,596,0.29,4,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,5,2019,9,Rangnath Rama Bhavare,M,BSP,2276,56,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,1.09,yes,675,0.32,4,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,5,2019,10,Chaure Sandip Shantaraam,M,IND,1601,34,ST,208098,342992,SAKRI,ST,DHULE,KHANDESH,9,60.67,0.77,yes,0,0,4,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Maharashtra,13,6,2019,1,Kunalbaba Rohidas Patil,M,INC,125575,45,GEN,245347,372989,DHULE RURAL,GEN,DHULE,KHANDESH,5,65.78,51.18,no,14564,5.94,2.17,National Party,3482,TRUE,2,INC,3482,DHULE RURAL,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate Professional,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,6,2019,2,Maisaheb Dnyanjyoti Manohar Patil,F,BJP,111011,49,GEN,245347,372989,DHULE RURAL,GEN,DHULE,KHANDESH,5,65.78,45.25,no,106795,43.53,2.17,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,6,2019,3,Rajdip Bhatu Agale,M,VBA,4216,44,SC,245347,372989,DHULE RURAL,GEN,DHULE,KHANDESH,5,65.78,1.72,yes,1968,0.8,2.17,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Other,,,,State Assembly Election (AE)
Maharashtra,13,6,2019,4,NOTA,,NOTA,2248,,,245347,372989,DHULE RURAL,GEN,DHULE,KHANDESH,5,65.78,0.92,,777,0.32,2.17,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,6,2019,5,Baisane Nandu Sukdeo,M,BSP,1471,36,SC,245347,372989,DHULE RURAL,GEN,DHULE,KHANDESH,5,65.78,0.6,yes,645,0.26,2.17,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,6,2019,6,Dr. Bhupesh Prakash Patil,M,IND,826,36,GEN,245347,372989,DHULE RURAL,GEN,DHULE,KHANDESH,5,65.78,0.34,yes,0,0,2.17,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Doctor,Small Business or Self-employed,,State Assembly Election (AE)
Maharashtra,13,7,2019,1,Shah Faruk Anwar,M,AIMIM,46679,45,GEN,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,28.93,no,3307,2.05,4.17,State-based Party (Other State),706,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,10th Pass,Business,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,2,Rajwardhan Raghujirao Kadambande (Rajubaba),M,IND,43372,59,GEN,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,26.88,no,940,0.58,4.17,Independents,10809,TRUE,6,NCP,5792,DHULE CITY,TRUE,FALSE,2,FALSE,FALSE,TRUE,,,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,3,Anil Anna Gote,M,LKSGM,42432,71,GEN,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,26.3,no,20005,12.4,4.17,Local Party,11491,TRUE,5,BJP,1605,DHULE CITY,TRUE,FALSE,3,TRUE,TRUE,TRUE,,,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,4,Hilal Lala Mali,M,SHS,22427,48,GEN,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,13.9,yes,21056,13.05,4.17,State-based Party,18691,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5th Pass,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,7,2019,5,NOTA,,NOTA,1371,,,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,0.85,,107,0.07,4.17,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,6,Ravindra Suresh Damodar,M,BSP,1264,30,SC,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,0.78,yes,230,0.14,4.17,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,7,Mayur Devidas Ahirrao,M,IND,1034,32,GEN,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,0.64,yes,137,0.08,4.17,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Other,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,8,Gorakh Babanlal Sharma,M,IND,897,44,GEN,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,0.56,yes,97,0.06,4.17,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,9,Mansuri Asif Inayat,M,SP,800,37,GEN,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,0.5,yes,100,0.06,4.17,State-based Party (Other State),7425,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,10,Kulkarni Prachi Girish,F,MNS,700,48,GEN,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,0.43,yes,334,0.21,4.17,Local Party,11633,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Maharashtra,13,7,2019,11,Hemlata Sunil Sonawane,F,IND,366,40,ST,161342,322026,DHULE CITY,GEN,DHULE,KHANDESH,10,50.1,0.23,yes,0,0,4.17,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Other,Household,,,State Assembly Election (AE)
Maharashtra,13,8,2019,1,Jaykumar Jitendrasinh Rawal,M,BJP,113809,45,GEN,200568,327082,SINDKHEDA,GEN,DHULE,KHANDESH,7,61.32,56.74,no,42915,21.4,2.27,National Party,1605,TRUE,4,BJP,1605,SINDKHEDA,FALSE,TRUE,4,FALSE,TRUE,TRUE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,8,2019,2,Bedse Sandeep Tryambakrao,M,NCP,70894,49,GEN,200568,327082,SINDKHEDA,GEN,DHULE,KHANDESH,7,61.32,35.35,no,61536,30.68,2.27,State-based Party,5792,TRUE,2,NCP,5792,SINDKHEDA,FALSE,TRUE,0,FALSE,FALSE,TRUE,Graduate Professional,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,8,2019,3,Shanabhau Rambhau Sonawane,M,IND,9358,48,GEN,200568,327082,SINDKHEDA,GEN,DHULE,KHANDESH,7,61.32,4.67,yes,7333,3.66,2.27,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Education,School Teacher,,,State Assembly Election (AE)
Maharashtra,13,8,2019,4,Namdeo Rohidas Yelave,M,VBA,2025,48,ST,200568,327082,SINDKHEDA,GEN,DHULE,KHANDESH,7,61.32,1.01,yes,209,0.1,2.27,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,8,2019,5,NOTA,,NOTA,1816,,,200568,327082,SINDKHEDA,GEN,DHULE,KHANDESH,7,61.32,0.91,,631,0.31,2.27,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,8,2019,6,Narendra Dharma Patil (Salunkhe),M,MNS,1185,38,GEN,200568,327082,SINDKHEDA,GEN,DHULE,KHANDESH,7,61.32,0.59,yes,180,0.09,2.27,Local Party,11633,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Salaried Work or Employed,Medical Professional,,,State Assembly Election (AE)
Maharashtra,13,8,2019,7,Bhausaheb Namdeo Pawar,M,BSP,1005,34,SC,200568,327082,SINDKHEDA,GEN,DHULE,KHANDESH,7,61.32,0.5,yes,529,0.26,2.27,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,8,2019,8,Salim Kasam Pinjari,M,IND,476,60,GEN,200568,327082,SINDKHEDA,GEN,DHULE,KHANDESH,7,61.32,0.24,yes,0,0,2.27,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,,,State Assembly Election (AE)
Maharashtra,13,9,2019,1,Kashiram Vechan Pawara,M,BJP,120403,53,ST,212092,320802,SHIRPUR,ST,DHULE,KHANDESH,7,66.11,56.77,no,49174,23.19,2.33,National Party,1605,TRUE,3,INC,3482,SHIRPUR,TRUE,FALSE,3,TRUE,TRUE,TRUE,Literate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,9,2019,2,Dr. Jitendra Yuvraj Thakur,M,IND,71229,44,ST,212092,320802,SHIRPUR,ST,DHULE,KHANDESH,7,66.11,33.58,no,63475,29.93,2.33,Independents,10809,TRUE,2,BJP,1605,SHIRPUR,TRUE,FALSE,0,FALSE,FALSE,TRUE,Post Graduate,Liberal Profession or Professional,Doctor,,,State Assembly Election (AE)
Maharashtra,13,9,2019,3,Ranjitsingh Bharatsingh Pawara,M,INC,7754,57,ST,212092,320802,SHIRPUR,ST,DHULE,KHANDESH,7,66.11,3.66,yes,3926,1.85,2.33,National Party,3482,TRUE,3,SHS,18691,SHIRPUR,TRUE,FALSE,0,TRUE,FALSE,TRUE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,9,2019,4,NOTA,,NOTA,3828,,,212092,320802,SHIRPUR,ST,DHULE,KHANDESH,7,66.11,1.8,,294,0.14,2.33,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,9,2019,5,Prof.Motilal Damu Sonawane,M,VBA,3534,54,ST,212092,320802,SHIRPUR,ST,DHULE,KHANDESH,7,66.11,1.67,yes,1407,0.66,2.33,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,9,2019,6,Er. Vikas Kalidas Saindane,M,CPI,2127,30,ST,212092,320802,SHIRPUR,ST,DHULE,KHANDESH,7,66.11,1,yes,267,0.13,2.33,State-based Party (Other State),2444,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,9,2019,7,Kishor Daulat Bhil,M,MEP,1860,37,ST,212092,320802,SHIRPUR,ST,DHULE,KHANDESH,7,66.11,0.88,yes,503,0.24,2.33,Local Party,24520,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,9,2019,8,Sukram Onkar Pawara,M,BSP,1357,35,ST,212092,320802,SHIRPUR,ST,DHULE,KHANDESH,7,66.11,0.64,yes,0,0,2.33,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,10,2019,1,LATABAI CHANDRAKANT SONAWANE,F,SHS,78137,48,ST,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,39.18,no,20529,10.29,3.7,State-based Party,18691,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,10,2019,2,JAGDISHCHANDRA RAMESH VALVI,M,NCP,57608,57,ST,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,28.89,no,25149,12.61,3.7,State-based Party,5792,TRUE,3,BJP,1605,CHOPDA,TRUE,FALSE,1,TRUE,FALSE,TRUE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,10,2019,3,PRABHAKARAPPA GOTU SONAWANE,M,IND,32459,66,ST,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,16.28,yes,15374,7.71,3.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,10,2019,4,DR. BARELA CHANDRAKANT JAMSING,M,IND,17085,36,ST,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,8.57,yes,11716,5.88,3.7,Independents,10809,TRUE,3,IND,10809,CHOPDA,TRUE,TRUE,0,FALSE,FALSE,TRUE,Graduate Professional,Liberal Profession or Professional,Doctor,Agriculture,,State Assembly Election (AE)
Maharashtra,13,10,2019,5,ADV. YAKUB SAHEBU TADAVI,M,BSP,5369,50,ST,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,2.69,yes,1081,0.54,3.7,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,10,2019,6,MADHURI KISHOR PATIL,F,IND,4288,43,ST,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,2.15,yes,2113,1.06,3.7,Independents,10809,TRUE,2,NCP,5792,CHOPDA,TRUE,FALSE,0,FALSE,FALSE,TRUE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,10,2019,7,NOTA,,NOTA,2175,,,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,1.09,,646,0.32,3.7,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,10,2019,8,ISHWARLAL SURESH KOLI (ALIAS NILESH SURESH KOLI),M,IND,1529,28,ST,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,0.77,yes,761,0.38,3.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,10,2019,9,DAGDU FATTU TADAVI,M,IND,768,63,ST,199418,308441,CHOPDA,ST,JALGAON,KHANDESH,8,64.65,0.39,yes,0,0,3.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,State Assembly Election (AE)
