State_Name,Assembly_No,Constituency_No,Year,Position,Candidate,Sex,Party,Votes,Age,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Maharashtra,13,87,2019,32,Gani Sk Rasool M,M,IND,90,48,GEN,182816,285122,NANDED SOUTH,GEN,NANDED,MARATHWADA,38,64.12,0.05,yes,8,0,5,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,87,2019,33,Nitin Vijay Bansode,M,IND,82,38,SC,182816,285122,NANDED SOUTH,GEN,NANDED,MARATHWADA,38,64.12,0.04,yes,9,0,5,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,,State Assembly Election (AE)
Maharashtra,13,87,2019,34,Mahammad Mujahid Mahammad Khaja,M,IND,73,44,GEN,182816,285122,NANDED SOUTH,GEN,NANDED,MARATHWADA,38,64.12,0.04,yes,0,0,5,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Social Work,,,,State Assembly Election (AE)
Maharashtra,13,87,2019,35,Mudsaruddin Alimuddin,M,IND,73,40,GEN,182816,285122,NANDED SOUTH,GEN,NANDED,MARATHWADA,38,64.12,0.04,yes,6,0,5,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Illiterate,Business,,,,State Assembly Election (AE)
Maharashtra,13,87,2019,36,Rauf Abdul Wahed Abdul,M,IND,67,63,GEN,182816,285122,NANDED SOUTH,GEN,NANDED,MARATHWADA,38,64.12,0.04,yes,0,0,5,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Social Work,,,,State Assembly Election (AE)
Maharashtra,13,87,2019,37,Sambhaji Dashrath Shinde,M,IND,67,72,SC,182816,285122,NANDED SOUTH,GEN,NANDED,MARATHWADA,38,64.12,0.04,yes,3,0,5,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,87,2019,38,Mansoor Khan Maheboob Khan,M,IND,64,51,GEN,182816,285122,NANDED SOUTH,GEN,NANDED,MARATHWADA,38,64.12,0.04,yes,17,0.01,5,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Business,,Liberal Profession or Professional,Lawyer,State Assembly Election (AE)
Maharashtra,13,87,2019,39,Sajeer Rashid Mohammad,M,IND,47,41,GEN,182816,285122,NANDED SOUTH,GEN,NANDED,MARATHWADA,38,64.12,0.03,yes,0,0,5,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Illiterate,Business,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,1,Shyamsundar Shinde,M,PWPI,101668,64,GEN,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,52.76,no,64362,33.4,2.78,Local Party,12019,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Post Graduate,Retired or Pension,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,2,Shivkumar Narayanrao Narangale,M,VBA,37306,42,GEN,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,19.36,no,6341,3.29,2.78,Local Party,24559,TRUE,2,MNS,11633,LOHA,TRUE,FALSE,0,TRUE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,3,Dhondge Mukteshwar Keshavrao,M,SHS,30965,48,GEN,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,16.07,yes,16448,8.54,2.78,State-based Party,18691,TRUE,2,BJP,1605,LOHA,TRUE,FALSE,0,TRUE,FALSE,TRUE,Graduate Professional,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,88,2019,4,Dilip Shankaranna Dhondge,M,NCP,14517,38,GEN,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,7.53,yes,11958,6.21,2.78,State-based Party,5792,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,5,Subhash Bhagwan Kolhe,M,SBBGP,2559,30,GEN,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,1.33,yes,859,0.45,2.78,Local Party,24549,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,6,Pandurang Tolaba Wanne,M,IND,1700,50,SC,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,0.88,yes,451,0.23,2.78,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,Social Work,,State Assembly Election (AE)
Maharashtra,13,88,2019,7,NOTA,,NOTA,1249,,,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,0.65,,131,0.07,2.78,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,8,Hanmant Raghunath Wadwale,M,BSP,1118,49,GEN,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,0.58,yes,484,0.25,2.78,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,9,Bharat Babarao Kopnar,M,IND,634,30,GEN,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,0.33,yes,116,0.06,2.78,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Other,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,10,Rukminbai Shankarrao Gite,F,JD(S),518,57,GEN,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,0.27,yes,57,0.03,2.78,State-based Party (Other State),10979,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Social Work,,,,State Assembly Election (AE)
Maharashtra,13,88,2019,11,Rangnath Bapurao Gajale,M,IND,461,27,SC,192695,274323,LOHA,GEN,NANDED,MARATHWADA,10,70.24,0.24,yes,0,0,2.78,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,1,Rajesh Pawar,M,BJP,117750,47,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,56.07,no,54384,25.9,2.44,National Party,1605,TRUE,2,BJP,1605,NAIGAON,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate Professional,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,89,2019,2,Chavan Vasantrao Balwantrao,M,INC,63366,64,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,30.17,no,40361,19.22,2.44,National Party,3482,TRUE,3,INC,3482,NAIGAON,TRUE,TRUE,2,FALSE,TRUE,TRUE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,3,Marotrao Vyankatrao Kawale Guruji,M,VBA,23005,53,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,10.95,yes,21784,10.37,2.44,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,4,Aniket Amrutrao Shinde,M,SBBGP,1221,26,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.58,yes,261,0.12,2.44,Local Party,24549,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,5,NOTA,,NOTA,960,,,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.46,,6,0,2.44,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,6,Ajaj Najirsab Sayyad,M,AIMIM,954,26,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.45,yes,256,0.12,2.44,State-based Party (Other State),706,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,7,Sayyad Haidar Sayyad Rajjaq,M,IND,698,35,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.33,yes,39,0.02,2.44,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,8,Havgirao Sambhaji Honshette,M,IND,659,64,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.31,yes,255,0.12,2.44,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Other,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,9,Babarao Laxmanrao Dongaonkar,M,NSPU,404,45,SC,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.19,yes,99,0.05,2.44,Local Party,24524,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Social Work,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,10,Digambar Hulappa Ramlod,M,IND,305,27,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.15,yes,4,0,2.44,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Other,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,11,Shankar Poshatti Shamante,M,IND,301,60,GEN,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.14,yes,80,0.04,2.44,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,12,Kailas Subhash Bhalerao,M,IND,221,33,SC,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.11,yes,54,0.03,2.44,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,89,2019,13,Varsharani Baburao Namwad,F,BHAPRAP,167,34,SC,210011,283413,NAIGAON,GEN,NANDED,MARATHWADA,12,74.1,0.08,yes,0,0,2.44,Local Party,18101,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,1,Antapurkar Raosaheb Jayvanta,M,INC,89407,62,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,50.19,no,22433,12.59,2.56,National Party,3482,FALSE,3,INC,3482,DEGLUR,TRUE,TRUE,2,FALSE,FALSE,TRUE,12th Pass,Retired or Pension,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,2,Sabne Subhash Pirajirao,M,SHS,66974,49,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,37.6,no,54917,30.83,2.56,State-based Party,18691,FALSE,6,SHS,18691,DEGLUR,TRUE,TRUE,3,FALSE,TRUE,TRUE,10th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,3,Ramchandra Gangaram Bharande,M,VBA,12057,43,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,6.77,yes,8534,4.79,2.56,Local Party,24559,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,4,Balaji Baliram Bande,M,IND,3523,55,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,1.98,yes,1847,1.04,2.56,Independents,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,5,NOTA,,NOTA,1676,,,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,0.94,,311,0.17,2.56,NOTA,5897,FALSE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,6,Savitribai Kamble Nagnikar,F,BSP,1365,45,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,0.77,yes,364,0.2,2.56,State-based Party (Other State),16651,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,7,Ramchandra Laloo Vananje,M,IND,1001,58,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,0.56,yes,155,0.09,2.56,Independents,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Social Work,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,8,Balwant Rajaram Gajbhare,M,IND,846,37,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,0.47,yes,187,0.1,2.56,Independents,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Architect,,,State Assembly Election (AE)
Maharashtra,13,90,2019,9,Vimal Baburao Wagmare,F,NSPU,659,42,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,0.37,yes,36,0.02,2.56,Local Party,24524,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,5th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,90,2019,10,Bhimrao Narayan Gaikwad,M,IND,623,59,SC,178131,291870,DEGLUR,SC,NANDED,MARATHWADA,9,61.03,0.35,yes,0,0,2.56,Independents,10809,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Retired or Pension,,,,State Assembly Election (AE)
Maharashtra,13,91,2019,1,Tushar Govindrao Rathod,M,BJP,102573,40,GEN,186014,283183,MUKHED,GEN,NANDED,MARATHWADA,5,65.69,55.14,no,31863,17.13,2.27,National Party,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Graduate Professional,Politics,MLA,Agriculture,,State Assembly Election (AE)
Maharashtra,13,91,2019,2,Bhausaheb Khushalrao Patil,M,INC,70710,49,GEN,186014,283183,MUKHED,GEN,NANDED,MARATHWADA,5,65.69,38.01,no,61954,33.31,2.27,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,91,2019,3,Jivan Vithalrao Daregawe,M,VBA,8756,50,GEN,186014,283183,MUKHED,GEN,NANDED,MARATHWADA,5,65.69,4.71,yes,7073,3.8,2.27,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Other,,,,State Assembly Election (AE)
Maharashtra,13,91,2019,4,Balaji Janardhan Aaglave,M,SBBGP,1683,45,GEN,186014,283183,MUKHED,GEN,NANDED,MARATHWADA,5,65.69,0.9,yes,465,0.25,2.27,Local Party,24549,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,91,2019,5,Jitendra Dashrath Waghmare,M,BSP,1218,43,SC,186014,283183,MUKHED,GEN,NANDED,MARATHWADA,5,65.69,0.65,yes,144,0.08,2.27,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,91,2019,6,NOTA,,NOTA,1074,,,186014,283183,MUKHED,GEN,NANDED,MARATHWADA,5,65.69,0.58,,0,0,2.27,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,1,Chandrakant Alias Rajubhaiyya Ramakant Nawghare,M,NCP,75321,38,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,34.59,no,8251,3.79,3.85,State-based Party,5792,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,2,Adv. Shivaji Munjajirao Jadhav,M,IND,67070,58,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,30.8,no,25513,11.72,3.85,Independents,10809,TRUE,2,BJP,1605,BASMATH,TRUE,FALSE,0,FALSE,FALSE,TRUE,Post Graduate,Liberal Profession or Professional,Lawyer,Agriculture,,State Assembly Election (AE)
Maharashtra,13,92,2019,3,Mundada Jaiprakash Shankarlal,M,SHS,41557,69,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,19.09,no,16160,7.42,3.85,State-based Party,18691,TRUE,7,SHS,18691,BASMATH,TRUE,TRUE,4,FALSE,TRUE,TRUE,Graduate Professional,Salaried Work or Employed,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,92,2019,4,Shaikh Farid Alias Munir Isak Patel,M,VBA,25397,61,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,11.66,yes,23440,10.77,3.85,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,5,NOTA,,NOTA,1957,,,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.9,,780,0.36,3.85,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,6,Gautam Marotrao Dipke,M,BSP,1177,37,SC,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.54,yes,244,0.11,3.85,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,7,Avez Ansari,M,ANC,933,52,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.43,yes,22,0.01,3.85,Local Party,840,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,8,Kondiba Gounaji Maske,M,APoI,911,52,SC,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.42,yes,68,0.03,3.85,Local Party,880,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Salaried Work or Employed,Insurance Agent,,,State Assembly Election (AE)
Maharashtra,13,92,2019,9,Balasaheb Desai Deshmukh,M,IND,843,51,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.39,yes,31,0.01,3.85,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,10,Jadhav Shivaji Nandu,M,IND,812,47,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.37,yes,65,0.03,3.85,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Other,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,11,Raghunath Subhanji Suryawanshi,M,IND,747,52,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.34,yes,219,0.1,3.85,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,12,Jadhav Shivaji Dhanju,M,IND,528,53,GEN,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.24,yes,48,0.02,3.85,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Illiterate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,92,2019,13,Ashok (Samrat) Sambhaji Gaikwad,M,IND,480,33,SC,217733,292304,BASMATH,GEN,HINGOLI,MARATHWADA,12,74.49,0.22,yes,0,0,3.85,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,93,2019,1,Bangar Santosh Laxmanrao,M,SHS,82515,39,GEN,211354,305506,KALAMNURI,GEN,HINGOLI,MARATHWADA,7,69.18,39.04,no,16378,7.75,3.12,State-based Party,18691,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,5th Pass,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,93,2019,2,Ajit Magar,M,VBA,66137,44,GEN,211354,305506,KALAMNURI,GEN,HINGOLI,MARATHWADA,7,69.18,31.29,no,8593,4.07,3.12,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,93,2019,3,Dr. Santosh Kautika Tarfe,M,INC,57544,43,ST,211354,305506,KALAMNURI,GEN,HINGOLI,MARATHWADA,7,69.18,27.23,no,56297,26.64,3.12,National Party,3482,TRUE,3,INC,3482,KALAMNURI,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate Professional,Business,,Agriculture,,State Assembly Election (AE)
Maharashtra,13,93,2019,4,NOTA,,NOTA,1247,,,211354,305506,KALAMNURI,GEN,HINGOLI,MARATHWADA,7,69.18,0.59,,159,0.08,3.12,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,93,2019,5,Tarfe Santosh Ambadas,M,IND,1088,29,ST,211354,305506,KALAMNURI,GEN,HINGOLI,MARATHWADA,7,69.18,0.51,yes,10,0,3.12,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Salaried Work or Employed,,Labourer or Daily Wage,,State Assembly Election (AE)
Maharashtra,13,93,2019,6,Mushtak Esak Shaikh,M,ANC,1078,35,GEN,211354,305506,KALAMNURI,GEN,HINGOLI,MARATHWADA,7,69.18,0.51,yes,77,0.04,3.12,Local Party,840,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,,,State Assembly Election (AE)
Maharashtra,13,93,2019,7,Piraji Gangaram Ingole,M,BSP,1001,53,SC,211354,305506,KALAMNURI,GEN,HINGOLI,MARATHWADA,7,69.18,0.47,yes,257,0.12,3.12,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,93,2019,8,Paikrao Ashok Wamanrao,M,IND,744,61,SC,211354,305506,KALAMNURI,GEN,HINGOLI,MARATHWADA,7,69.18,0.35,yes,0,0,3.12,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,1,Tanhaji Sakharamji Mutkule,M,BJP,95318,58,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,47.58,no,24065,12.01,2.7,National Party,1605,TRUE,3,BJP,1605,HINGOLI,TRUE,TRUE,2,FALSE,TRUE,TRUE,10th Pass,Business,,Salaried Work or Employed,,State Assembly Election (AE)
Maharashtra,13,94,2019,2,Patil Bhaurao Baburao,M,INC,71253,63,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,35.57,no,51397,25.66,2.7,National Party,3482,TRUE,9,INC,3482,HINGOLI,TRUE,TRUE,7,FALSE,FALSE,TRUE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,3,Vasim Deshmukh,M,VBA,19856,35,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,9.91,yes,15210,7.59,2.7,Local Party,24559,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,4,Adv.Vijay Dnyanba Raut,M,PHJSP,4646,35,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,2.32,yes,2913,1.45,2.7,Local Party,24532,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Maharashtra,13,94,2019,5,Asaraji (Pappu) Suresh Chavan,M,IND,1733,38,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.87,yes,166,0.08,2.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,6,Suresh Mohan Gaikwad,M,BSP,1567,39,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.78,yes,198,0.1,2.7,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Agriculture,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,7,NOTA,,NOTA,1369,,,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.68,,402,0.2,2.7,NOTA,5897,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,8,Muktarodin Azizodin Shekh,M,IND,967,66,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.48,yes,122,0.06,2.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Social Work,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,9,Raavan alias Ramesh Punjaji Dhabe,M,APoI,845,41,SC,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.42,yes,190,0.09,2.7,Local Party,880,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Maharashtra,13,94,2019,10,Ganesh Govindrao Wankhede,M,BHJSRP,655,59,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.33,yes,33,0.02,2.7,Local Party,24492,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,11,Sayyed A. Khadir Sayyed Mastan (Goregaonkar),M,IND,622,46,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.31,yes,96,0.05,2.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,12,Vinod Keshavrao Paratwar,M,IND,526,66,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.26,yes,181,0.09,2.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,13,Sunil Dasharath Ingole,M,BAHUMP,345,39,SC,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.17,yes,20,0.01,2.7,Local Party,1060,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Maharashtra,13,94,2019,14,Prakash Mahadu Raut,M,IND,325,49,GEN,200319,312431,HINGOLI,GEN,HINGOLI,MARATHWADA,14,64.12,0.16,yes,33,0.02,2.7,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
